vulc,perc_nat_rubber,wiring_strength,weather,perc_imp,temperature,tread_type,tyre_season,elevation,month,tread_depth,tyre_quality,perc_exp_comp,diameter,add_layers,failure
17.628,29,2,0.37,0.02,-2.04,1,1,179,0,0,0,6.11,NA,1,1
16.642,39,1,0.3,0.01,0,1,0,218.5,4,3,0,5.97,84.7,1,0
19.812,31,1,0.37,0.02,5.52,2,1,251,11,2,0,6.43,NA,1,1
18.092,32,1,0.37,0.02,8.6,0,1,428,4,3,0,6.39,NA,1,1
17.51,23,1,0.16,0.01,-7.6,0,1,297.5,8,0,1,5.42,NA,1,0
19.346,33,0,0.04,0.01,-4.28,1,1,270,1,0,0,5.86,NA,0,0
21.866,32,1,0.37,0.02,-6.44,2,1,527.5,0,0,0,5.89,NA,1,0
18.514,30,1,0.37,0.02,-1.04,0,1,447.5,2,1,0,5.37,NA,1,1
17.746,43,0,0.62,0.05,0.56,2,1,142.5,8,3,0,5.75,NA,1,1
16.77,38,0,0.21,0,-5.68,1,1,508,10,1,0,5.99,NA,1,1
16.626,30,1,0.62,0.05,0,1,0,244,10,2,0,6.1,49,1,0
17.608,29,1,0.39,0.01,-2.12,4,1,352.5,0,0,0,5.7,NA,1,0
16.578,32,1,0.37,0.02,-2.92,2,1,200.5,4,2,0,5.9,55.7,1,1
20.148,32,1,0.17,0.01,-2.36,4,0,246.5,1,3,0,5.94,74.8,1,0
18.528,30,0,0.62,0.05,-1.52,3,0,371,4,3,0,5.76,NA,1,0
18.678,31,1,0.06,0,-3.84,4,0,405,5,0,0,5.15,NA,1,0
16.714,31,0,0.62,0.05,0.04,2,0,292.5,11,2,0,5.9,NA,1,1
16.302,27,0,0.16,0.01,-11.16,3,0,160,8,1,1,5.35,NA,1,0
16.28,31,1,0.93,0.04,7.12,2,0,442.5,6,2,0,6.69,78.6,1,1
16.052,38,1,0.93,0.04,-0.88,0,0,550,5,0,0,6.11,NA,1,0
19.83,39,0,0.37,0.02,-0.76,0,0,176,4,1,0,5.75,NA,1,0
22.092,38,0,0.3,0.01,1.12,0,0,374.5,8,1,0,5.42,NA,1,0
20.686,29,1,0.16,0.01,-1.84,1,1,186.5,5,1,1,5.29,NA,1,1
16.974,26,2,0.05,0,-0.96,0,1,863.5,10,0,0,5.95,NA,1,1
17.576,33,0,0.39,0.01,-2.48,0,1,352.5,8,2,0,5.56,NA,1,0
17.7,34,0,0.62,0.05,3.24,1,0,249.5,4,3,0,6.16,77,1,0
17.518,31,1,0.22,0,4.08,1,1,493.5,3,1,0,5.97,NA,1,0
17.946,26,1,0.16,0.01,-8.2,0,1,292.5,8,0,1,5.44,49.6,1,0
20.212,36,1,0.38,0.04,-4.4,1,0,331,11,2,0,6.35,NA,0,0
17.268,38,0,0.14,0,-0.76,3,0,389,0,2,0,5.95,88.9,0,0
22.936,26,0,0.3,0.01,-2.84,1,0,528.5,11,0,0,5.4,NA,0,0
23.664,40,0,0.3,0.01,-0.16,0,0,294,5,2,0,5.57,NA,1,1
17.526,25,1,0.16,0.01,-7.4,0,1,240.5,8,0,1,5.19,89.3,1,0
18.538,31,1,0.37,0.02,13.4,3,1,459.5,9,1,0,6.32,NA,1,1
16.716,21,1,0.62,0.05,8.64,2,1,462,10,3,0,6.6,61.6,1,1
16.456,27,1,0.62,0.05,2.24,2,1,683.5,2,1,0,5.8,89.7,1,1
17.526,28,1,0.27,0.01,-1.8,0,0,179,11,3,0,5.99,NA,2,0
18.012,26,1,0.16,0.01,-8,0,1,323,8,0,1,5.38,57.5,1,0
19.958,33,0,0.04,0.01,-1.08,2,1,523,9,0,0,6.24,NA,1,0
15.68,34,0,0.93,0.04,5.96,0,0,599.5,8,1,0,5.97,45.6,1,1
17.758,27,1,0.16,0.01,-7.92,0,1,416.5,8,0,1,5.16,NA,1,0
16.978,32,1,0.62,0.05,-1.08,4,1,475.5,1,1,0,5.82,NA,2,1
23.324,30,1,0.38,0.04,-2.72,3,0,386,2,0,0,6.25,NA,1,1
16.79,44,0,0.62,0.05,0.32,0,1,286.5,8,2,0,6.3,80.1,2,1
28.512,36,1,0.38,0.04,-3.88,1,1,390.5,7,0,1,5.97,NA,1,0
18.216,37,0,0.29,0.01,-1.12,1,1,365.5,9,3,0,5.6,80.1,1,1
17.24,22,1,0.29,0.01,3.88,0,0,609.5,7,2,0,6.24,NA,1,1
17.526,23,1,0.16,0.01,-8.16,0,1,252.5,8,0,1,6.01,NA,1,0
16.936,25,2,0.19,0.02,20.76,0,1,504,0,0,0,6.54,NA,1,1
17.304,32,1,0.3,0.01,0.84,2,0,387,5,3,0,6.08,80.9,1,1
22.664,32,1,0.16,0.01,-9.08,1,0,207.5,0,1,1,4.99,NA,0,0
18.43,30,1,0.16,0.01,-8.6,3,0,296,0,3,1,5.13,NA,1,0
17.716,34,0,0.05,0,-4.68,1,1,521.5,7,0,0,5.82,91.4,1,0
18.544,33,0,0.93,0.04,-0.04,0,1,472.5,11,1,0,5.75,89.5,1,1
15.868,31,0,0.11,0,-4.44,0,0,205.5,1,0,0,6.17,NA,1,0
17.55,26,1,0.39,0.01,-2,3,1,201,7,0,0,5.64,NA,1,1
18.844,32,0,0.27,0.01,0.2,1,0,391.5,2,1,0,5.96,66,1,1
17.69,22,1,0.16,0.01,-7.92,0,1,350.5,8,0,1,5.78,NA,1,0
18.562,32,0,0.03,0,0.16,2,0,387.5,11,2,0,5.97,70.4,0,0
16.726,30,0,0.05,0,-1.28,3,1,216,10,0,0,5.86,NA,1,0
19.712,35,1,0.1,0.01,-1.44,4,0,225,0,0,0,5.52,85.7,0,0
17.444,30,0,0.3,0.01,-0.12,2,0,256.5,7,2,0,6.3,NA,1,0
19.274,39,0,0.21,0,-4.64,1,1,587.5,7,2,0,5.7,74,1,0
17.852,27,1,0.16,0.01,-6.2,0,1,455.5,8,0,1,5.42,86.4,1,0
17.656,28,1,0.37,0.02,-0.2,3,1,282,7,3,0,5.62,NA,1,1
17.49,34,1,0.37,0.02,-3.32,3,1,478,2,0,0,5.24,65.4,1,1
17.96,26,1,0.16,0.01,-7.8,0,1,262.5,8,0,1,5.18,NA,1,0
17.392,29,1,0.16,0.01,-7.28,0,1,464,8,0,1,5.79,NA,1,0
19.888,36,0,0.39,0.01,17.2,2,1,283.5,11,2,0,6.95,NA,2,0
18.044,24,1,0.16,0.01,-7,0,1,338,8,0,1,5.14,NA,1,0
17.156,31,1,0.11,0,-1.52,1,1,187.5,7,3,0,6.24,NA,0,0
17.476,41,0,0.3,0.01,1.72,1,0,389.5,8,3,0,5.77,NA,1,1
19.042,39,0,0.37,0.02,-0.2,1,1,238.5,7,0,0,5.74,NA,1,0
17.956,34,0,0.93,0.04,4.08,2,0,277,0,2,0,6.34,NA,0,1
18.296,36,0,0.62,0.05,-3.6,3,1,200,6,1,0,5.92,95.2,1,0
21.982,30,1,0.13,0.01,-2,4,0,273,1,3,0,5.96,NA,1,0
17.526,30,0,0.22,0,-3.4,1,1,643.5,9,1,0,6.04,NA,0,1
16.7,26,0,0.39,0.01,7.52,4,1,404.5,9,1,0,5.96,NA,1,1
18.01,27,1,0.16,0.01,-7.76,0,1,339,8,0,1,5.47,NA,1,0
17.444,25,1,0.39,0.01,1.96,0,1,236.5,9,3,0,6.33,56,1,1
15.94,34,1,0.62,0.05,18.92,4,1,351.5,5,0,0,6.57,84.7,1,1
17.674,22,1,0.16,0.01,-9.28,0,1,405.5,8,0,1,5.4,NA,1,0
17.508,35,0,0.13,0.01,-1.16,4,0,456,11,3,0,5.97,84.6,1,0
17.408,34,1,0.62,0.05,4.16,1,0,502.5,1,0,0,5.64,NA,1,1
19.366,34,1,0.37,0.02,-1.52,0,0,292.5,0,1,0,5.05,NA,1,1
18.67,34,1,0.3,0.01,2.8,2,0,314,3,3,0,5.95,NA,1,1
17.02,30,1,0.39,0.01,-0.28,4,0,632,3,1,0,6.45,NA,1,1
20.286,32,1,0.3,0.01,-0.2,0,0,287.5,3,0,0,6.4,NA,1,0
20.232,40,1,0.16,0.01,-9.96,3,1,599,11,0,1,5.16,NA,2,0
17.446,26,2,0.39,0.01,-2.16,0,1,296.5,10,0,0,5.5,NA,1,1
18.786,28,0,0.62,0.05,-6.08,4,0,280,2,2,0,5.99,NA,1,0
16.85,33,0,0.39,0.01,-1.08,0,1,277.5,7,0,0,5.85,52.5,1,0
19.864,27,1,0.16,0.01,0.08,0,0,118.5,5,2,1,5.82,NA,1,1
16.66,31,0,0.22,0,-0.44,4,1,443.5,8,0,0,5.71,NA,1,1
19.204,24,1,0.13,0.01,-2.76,1,0,578.5,10,2,0,5.83,100.5,1,1
16.898,36,0,0.29,0.01,-3.2,4,0,202.5,0,2,0,6,79.8,1,0
17.858,28,1,0.19,0.02,0.64,4,1,387,3,1,1,5.65,NA,1,0
16.688,28,0,0.21,0,-3.08,0,1,368,11,0,0,5.66,NA,1,0
17.474,32,0,0.62,0.05,-3,4,1,371,0,3,0,5.96,NA,1,1
17.868,35,0,0.14,0,-1.64,3,0,233,9,0,0,6.27,94.7,2,0
17.61,26,1,0.16,0.01,-7.48,0,1,264.5,8,0,1,5.27,NA,1,0
18.678,30,1,0.16,0.01,-11.2,1,0,433.5,10,3,1,5.29,NA,1,0
17.842,28,1,0.37,0.02,-4.4,4,0,364.5,11,2,0,5.84,NA,1,0
18.036,29,0,0.21,0,-3.44,0,0,269,8,0,0,5.66,73.4,1,1
16.84,36,1,0.11,0,-2.6,2,1,352.5,7,2,0,5.59,NA,1,0
17.356,35,0,0.21,0,-0.76,1,1,286,10,0,0,5.73,NA,1,1
16.596,28,1,0.21,0,-5.92,4,1,388.5,3,2,0,6.15,NA,1,1
17.942,24,1,0.16,0.01,-7.84,0,1,366.5,8,0,1,4.96,91.5,1,0
18.036,30,1,0.19,0.02,0,2,1,639.5,5,2,1,5.41,NA,1,1
19.73,33,1,0.22,0,-5.04,0,1,540,6,2,0,5.42,NA,1,0
18.092,30,1,0.04,0.01,-1,3,1,298.5,8,2,0,5.93,94.4,1,0
17.366,31,0,0.19,0.02,-0.32,0,0,314.5,11,2,1,6,NA,1,0
17.74,26,1,0.16,0.01,-8.52,0,1,461.5,8,0,1,5.31,NA,1,0
17.222,36,0,0.3,0.01,-4.4,3,0,172.5,1,3,0,5.47,NA,1,1
21.072,31,1,0.29,0.01,-4,0,1,316.5,0,0,0,5.92,NA,1,0
19.368,38,0,0.3,0.01,-4.32,2,0,406,7,2,0,5.79,NA,1,0
19.23,32,0,0.16,0.01,-9.2,0,1,280,5,2,1,5.05,NA,1,0
17.894,25,1,0.16,0.01,-8.08,0,1,363,8,0,1,5.56,NA,1,0
18.112,31,0,0.05,0.02,-1.08,4,1,580.5,5,2,0,6.17,NA,1,0
17.29,30,1,0.62,0.05,0.44,4,1,541,1,3,0,6.31,NA,1,1
20.66,33,0,0.16,0.01,-7.96,3,0,544,10,2,1,5.33,74.8,1,0
15.706,27,0,0.03,0,-0.68,3,0,677,2,0,0,6.23,NA,1,0
17.552,29,1,0.19,0.02,-5,4,1,572,4,0,1,5.27,69.7,1,1
19.974,31,1,0.29,0.01,-3,3,1,163.5,7,0,0,6.16,NA,1,0
17.678,25,1,0.16,0.01,-7.76,0,1,350.5,8,0,1,5.88,NA,1,0
17.53,28,1,0.19,0.02,-4.6,0,1,246,3,2,1,5.77,NA,1,1
15.454,29,0,0.93,0.04,-1.04,0,0,317,3,2,0,5.85,NA,1,1
17.366,32,1,0.05,0,-7,1,1,300.5,11,3,0,5.75,NA,2,0
18.502,37,1,0.39,0.01,-3.16,1,1,259.5,11,0,0,5.78,NA,0,0
17.864,26,1,0.16,0.01,-8.12,0,1,272.5,8,0,1,5.49,77.1,1,0
17.526,26,1,0.16,0.01,-7.96,0,1,239,8,0,1,5.14,96.8,1,0
17.214,32,0,0.22,0,-0.56,3,1,143.5,4,0,0,5.54,NA,1,0
18.974,37,1,0.19,0.02,-4.92,0,1,405,6,3,1,5.62,NA,0,0
19.764,30,1,0.22,0,0.36,2,1,603.5,11,3,0,5.9,63.3,1,1
17.918,28,1,0.16,0.01,-9.44,0,1,263,8,0,1,5.36,NA,1,0
20.43,32,0,0.39,0.01,-5.64,1,0,290.5,6,2,0,5.96,NA,1,1
17.344,33,0,0.16,0.01,-8.32,1,1,623,2,2,1,5.25,NA,1,0
20.016,34,1,0.39,0.01,-3.72,1,1,271.5,0,1,0,6.07,NA,1,0
19.176,31,0,0.39,0.01,-2.92,0,0,395,1,1,0,5.95,NA,1,0
17.924,27,1,0.16,0.01,-7.8,0,1,263.5,8,0,1,4.86,68.1,1,0
15.952,33,0,0.39,0.01,-2.72,0,0,290.5,6,2,0,5.33,53.6,1,0
19.486,36,0,0.37,0.02,-4.92,1,0,189,0,0,0,6.15,NA,1,0
17.924,25,1,0.16,0.01,-8.24,0,1,271,8,0,1,5.49,NA,1,0
17.776,23,1,0.16,0.01,-6.12,0,1,365,8,0,1,5.32,91.1,1,0
17.638,22,1,0.16,0.01,-8.88,0,1,497,8,0,1,5.53,NA,1,0
18.61,30,1,0.22,0,-2.12,2,1,483.5,8,2,0,6.02,63.6,1,1
19.18,39,1,0.21,0,-0.76,3,1,376.5,8,2,0,5.68,NA,1,0
17.462,33,0,0.62,0.05,-4.68,2,1,207,10,0,0,6.23,NA,1,0
17.48,26,1,0.16,0.01,-7.76,0,1,304,8,0,1,5.2,48.4,1,0
17.766,27,1,0.16,0.01,-7.28,0,1,351.5,8,0,1,5.42,NA,1,0
19.592,29,2,0.39,0.01,4.6,2,0,178,0,0,0,5.9,NA,0,0
18.792,28,0,0.37,0.02,-1.32,2,0,260.5,2,2,0,5.33,NA,1,0
20.752,34,1,0.3,0.01,-5.52,1,0,619.5,7,0,0,6.18,74.5,0,0
18.288,34,1,0.37,0.02,-1.2,4,0,204,2,2,0,5.78,83,1,1
18.33,29,2,0.39,0.01,30.24,1,1,416,6,0,0,6.4,78,1,1
17.848,23,1,0.16,0.01,-8.08,0,1,346,8,0,1,5.58,65.4,1,0
17.71,26,1,0.16,0.01,-7.6,0,1,291.5,8,0,1,5.45,NA,1,0
19.086,34,0,0.03,0,0.16,0,1,384.5,5,3,0,6.41,80.2,1,0
19.688,36,1,0.16,0.01,-1.96,1,1,244,7,3,1,5.33,NA,0,0
16.49,26,0,0.39,0.01,-2.12,0,1,610.5,8,2,0,6.2,NA,1,0
17.156,35,0,0.39,0.01,0,2,0,221,1,1,0,6.14,NA,1,0
17.548,25,1,0.16,0.01,-8.68,0,1,432.5,8,0,1,5.52,NA,1,0
17.602,41,0,0.39,0.01,0.48,1,1,197.5,11,0,0,5.58,88.1,1,0
17.008,34,0,0.19,0.02,-0.52,2,1,416,5,3,1,5.39,75.1,0,1
20,30,1,0.3,0.01,-1.08,0,0,494,5,3,0,5.7,NA,0,1
17.542,23,1,0.16,0.01,-8.24,0,1,399.5,8,0,1,5.54,NA,1,0
19.49,36,1,0.38,0.04,-4.6,3,0,211.5,1,0,0,6.01,NA,1,1
15.722,32,1,0.39,0.01,5.76,2,0,547,6,0,0,6.06,NA,1,0
17.974,22,1,0.16,0.01,-8.72,0,1,256.5,8,0,1,5.19,47.3,1,0
17.37,36,0,0.62,0.05,0.8,1,1,284.5,11,3,0,5.69,NA,1,0
18.128,30,1,0.37,0.02,-3.68,1,1,356,8,0,0,5.76,NA,0,0
17.946,25,1,0.16,0.01,-7.68,0,1,317,8,0,1,5.63,NA,1,0
17.136,32,1,0.22,0,-2.08,2,1,295.5,11,0,0,5.64,NA,1,1
18.624,27,1,0.29,0.01,0.2,0,1,802.5,2,1,0,6.33,NA,1,1
15.888,39,0,0.14,0,-0.08,0,0,138,11,1,0,5.61,NA,2,1
16.414,31,1,0.39,0.01,3.52,0,1,391.5,3,2,0,6.39,NA,0,1
18.016,27,0,0.39,0.01,2.6,1,1,690,9,1,0,5.97,84.9,1,0
19.174,36,1,0.03,0,-1.52,0,0,474,7,3,0,6.27,NA,1,0
16.556,36,0,0.62,0.05,2.92,4,1,302.5,0,0,0,6.18,NA,1,0
16.138,38,0,0.21,0,-0.6,3,1,729,10,0,0,5.55,NA,1,0
17.22,38,0,0.21,0,-7.92,3,1,583,8,3,0,5.89,NA,1,0
19.056,38,0,0.21,0,-4.28,1,0,539.5,11,2,0,5.26,96.3,0,1
15.97,29,0,0.13,0.01,-0.04,3,0,257.5,6,0,0,5.78,62,1,1
17.824,22,1,0.16,0.01,-7.64,0,1,417,8,0,1,5.3,NA,1,0
16.91,35,0,0.3,0.01,-2.68,1,0,300.5,6,0,0,6.25,NA,0,0
20.918,32,1,0.16,0.01,-7.88,1,1,444.5,8,2,1,5.27,76.9,0,0
17.348,30,0,0.21,0,-5.4,4,1,549.5,10,2,0,5.65,NA,1,1
17.73,26,1,0.16,0.01,-6.88,0,1,234.5,8,0,1,5.13,NA,1,0
17.774,28,1,0.16,0.01,-8.68,0,1,336,8,0,1,5.29,80.2,1,0
16.916,34,0,0.22,0,-3.56,3,1,248.5,6,0,0,6.48,NA,1,1
17.8,26,1,0.16,0.01,-8.8,0,1,369,8,0,1,5.26,NA,1,0
18.422,35,1,0.62,0.05,4.28,4,0,677.5,9,3,0,6.23,NA,1,1
17.61,28,1,0.37,0.02,-8.4,0,0,272.5,11,2,1,5.53,NA,0,1
18.902,32,1,0.3,0.01,-1.76,1,0,233.5,0,0,0,5.63,NA,1,0
18.318,30,1,0.22,0,0,4,1,259,2,1,0,5.76,NA,1,1
18.698,36,1,0.39,0.01,-1.4,3,0,602.5,6,1,0,5.64,NA,1,1
18.606,28,0,0.16,0.01,-12.72,0,0,276,2,3,1,5.02,NA,1,1
16.36,39,0,0.27,0.01,1.8,1,0,415.5,3,1,0,6.1,NA,1,0
17.548,28,1,0.19,0.02,-3.4,4,1,273,8,0,1,5.44,NA,1,0
17.574,21,1,0.16,0.01,-7.52,0,1,216,8,0,1,5.31,54.5,1,0
16.306,37,2,0.19,0.02,3.36,3,0,274.5,8,1,0,5.93,NA,1,0
18.184,30,0,0.29,0.01,-5,4,1,524.5,1,0,0,5.61,NA,1,1
17.476,29,1,0.19,0.02,2.28,1,0,359,7,1,0,6.08,NA,1,1
16.714,36,0,0.39,0.01,-1.84,3,0,222.5,4,2,0,5.36,NA,1,0
19.06,36,1,0.29,0.01,-2.96,1,1,204.5,3,3,0,6.08,NA,1,1
17.524,25,1,0.16,0.01,-7.44,0,1,258,8,0,1,5.17,NA,1,0
18.62,31,2,0.16,0.01,-2.32,4,0,311,2,2,1,5.91,NA,1,1
18.022,27,1,0.16,0.01,-8.48,0,1,454,8,0,1,5.22,97.8,1,0
17.936,27,1,0.16,0.01,-7.56,0,1,466,8,0,1,5.63,NA,1,0
16.974,39,0,0.14,0,0.6,1,0,448.5,2,2,0,6.11,NA,1,1
17.32,32,1,0.37,0.02,-3.04,3,0,276,11,1,0,5.67,NA,1,0
16.934,39,0,0.3,0.01,-1.76,1,0,311.5,6,3,0,5.94,NA,0,0
17.6,38,0,0.39,0.01,-1.4,1,0,231.5,7,2,0,5.42,68.1,0,0
19.23,42,1,0.03,0,0.08,1,0,265.5,6,2,0,5.96,NA,1,0
17.71,36,1,0.62,0.05,4.36,2,1,203.5,11,0,0,6.63,60.9,1,0
17.41,38,1,0.62,0.05,1.64,3,0,170,11,2,0,5.85,52.4,1,0
17.912,33,1,0.06,0,0.04,1,0,747.5,4,3,0,6.37,70.6,0,0
18.002,28,1,0.03,0,-1.04,2,0,365.5,7,2,0,5.86,NA,1,0
17.322,33,1,0.39,0.01,-4.68,1,0,584,11,2,0,6.17,96.5,1,1
16.68,34,0,0.03,0,-0.2,3,0,537,11,0,0,6.08,NA,1,0
17.95,28,1,0.16,0.01,-10.24,2,1,433.5,2,0,1,5.86,NA,1,0
17.774,27,1,0.16,0.01,-8.4,0,1,306.5,8,0,1,5.38,NA,1,0
20.19,33,1,0.22,0,-0.44,0,1,269,6,1,0,6.16,NA,0,0
20.218,34,1,0.14,0,-4.84,0,0,482,2,1,0,6.22,97.5,0,0
16.532,29,0,0.3,0.01,-0.12,4,0,724.5,1,1,0,5.72,NA,1,1
16.88,34,0,0.22,0,-0.96,1,1,293.5,1,0,0,5.51,54.8,1,0
20.894,37,1,0.37,0.02,-0.6,1,0,234,3,1,0,6.08,NA,0,1
17.832,25,1,0.16,0.01,-7.08,0,1,247.5,8,0,1,5.47,NA,1,0
16.284,34,0,0.37,0.02,-1.64,1,1,238,4,3,0,5.58,NA,1,0
18.864,32,0,0.39,0.01,2.6,0,1,503.5,1,0,0,6.5,NA,1,0
17.944,25,1,0.16,0.01,-8.24,0,1,279,8,0,1,4.91,NA,1,0
19.504,34,1,0.29,0.01,-3.84,3,0,599,9,3,0,5.58,59.8,1,1
17.274,36,1,0.16,0.01,-7.8,2,1,377,3,0,0,5.26,54.6,1,0
19.242,29,1,0.37,0.02,3.48,2,0,476,11,0,0,5.29,NA,1,0
16.752,34,1,0.22,0,-0.92,4,1,409.5,2,1,0,5.79,NA,1,0
16.946,31,0,0.39,0.01,2.16,0,1,745,0,2,0,6.3,63.1,1,1
17.132,33,1,0.21,0,-3.96,1,0,317,2,0,0,5.81,NA,1,1
18.048,39,0,0.3,0.01,13.76,4,0,569,11,1,0,6.83,73,0,0
17.062,29,1,0.37,0.02,5.76,3,0,218,6,3,0,5.75,52.3,1,1
17.942,25,1,0.16,0.01,-8.32,0,1,306.5,8,0,1,5.45,66.5,1,0
17.966,27,1,0.16,0.01,-8.72,0,1,333,8,0,1,5.63,NA,1,0
20.268,33,0,0.21,0,-6.36,0,0,211,6,1,0,5.46,NA,1,0
17.818,28,0,0.3,0.01,-1.48,1,0,189.5,0,1,0,5.78,NA,1,0
17.816,21,1,0.16,0.01,-8.24,0,1,246.5,8,0,1,5.69,NA,1,0
17.758,26,1,0.17,0.01,-0.6,4,0,465.5,0,0,0,5.7,NA,1,1
17.422,34,1,0.37,0.02,-1.84,1,1,311,9,2,0,6,NA,1,0
16.848,31,1,0.03,0,-1,0,1,279.5,11,1,0,6.07,NA,1,0
17.694,33,0,0.22,0,0.28,1,1,732,3,0,0,5.8,NA,1,1
17.374,25,1,0.16,0.01,-1.12,1,1,471,10,2,1,5.93,NA,1,1
17.262,29,1,0.11,0,-2.28,1,1,503,3,1,0,5.63,NA,1,0
19.448,35,0,0.16,0.01,-9.84,3,1,84,10,2,1,5.41,NA,1,0
18.304,33,0,0.37,0.02,1.64,4,0,402,1,0,0,6.32,97.5,0,1
20.188,33,2,0.16,0.01,-6.8,1,1,321,1,2,1,5.21,92.8,1,0
17.694,23,1,0.16,0.01,-7.56,0,1,352,8,0,1,5.32,63.3,1,0
17.918,30,1,0.27,0.01,-0.08,4,0,531,7,2,0,6.32,NA,1,1
19.204,30,1,0.27,0.01,4.36,1,0,237.5,7,1,0,6.47,NA,1,0
18.036,26,1,0.16,0.01,-8.04,0,1,336,8,0,1,5.77,NA,1,0
19.78,27,0,0.37,0.02,-1.24,1,1,399.5,9,1,0,5.85,NA,1,1
17.848,34,0,0.22,0,-0.88,1,1,351,7,0,0,5.8,72.8,1,1
17.526,25,1,0.16,0.01,-6.76,0,1,243.5,8,0,1,5.39,93.7,1,0
17.782,34,1,0.3,0.01,-0.8,4,0,543,1,2,0,6.07,NA,1,1
25.062,36,1,0.38,0.04,0.08,3,0,539,9,1,0,6.27,52,1,0
18.458,34,0,0.39,0.01,-1.4,1,1,354.5,3,0,0,5.62,NA,1,0
17.712,37,1,0.62,0.05,1.16,2,1,488.5,4,3,0,6.41,NA,1,1
17.634,22,1,0.16,0.01,-7.88,0,1,391.5,8,0,1,5.38,NA,1,0
16.988,34,0,0.3,0.01,-2.08,4,0,419,0,2,0,6.16,54,1,1
19.54,35,0,0.3,0.01,-1.2,1,0,497,1,1,0,6.27,NA,1,0
20.096,34,1,0.21,0,-3.2,1,0,426.5,6,3,0,5.38,NA,1,1
17.78,26,1,0.16,0.01,-7.48,0,1,444,8,0,1,5.34,57.9,1,0
17.834,25,1,0.16,0.01,-9.08,0,1,345.5,8,0,1,5.55,69.1,1,0
17.772,25,1,0.16,0.01,-7.64,0,1,270.5,8,0,1,5.15,NA,1,0
17.114,25,1,0.16,0.01,-9,1,0,282,3,0,1,5.8,63.8,0,1
16.868,28,0,0.37,0.02,7.28,3,0,381,6,2,0,6.32,NA,1,1
22.308,41,1,0.3,0.01,-5.2,4,0,364,10,0,0,5.69,NA,1,1
20.252,36,1,0.37,0.02,0.6,3,0,205.5,6,2,0,5.75,NA,1,0
17.374,32,0,0.62,0.05,-0.36,0,1,356.5,9,3,0,5.8,93.7,1,0
19.452,35,0,0.29,0.01,-4.32,1,0,597.5,0,3,0,5.22,NA,0,0
15.878,39,1,0.3,0.01,5.56,2,0,550,4,2,0,6.33,71.3,1,0
17.228,32,0,0.39,0.01,1.96,3,1,351.5,3,1,0,5.31,NA,1,1
16.664,28,1,0.11,0,-1.68,3,0,597,9,3,1,5.71,NA,1,0
18.978,31,1,0.19,0.02,0.68,1,1,174,10,0,0,6.1,NA,1,0
16.208,34,0,0.62,0.05,-5.12,0,0,702,1,2,0,6.15,64.1,1,0
18.604,32,0,0.16,0.01,-8.8,2,0,213.5,4,3,1,5.26,85.9,1,0
18.14,30,0,0.14,0,-1.24,3,0,660,4,1,0,6.18,NA,0,1
17.746,28,1,0.19,0.02,-0.4,1,0,406,4,3,1,5.87,NA,1,0
17.876,21,1,0.16,0.01,-6.36,0,1,240,8,0,1,5.71,57.9,1,0
17.656,29,1,0.16,0.01,-8.4,0,1,311,8,0,1,5.37,NA,1,0
18.476,35,2,0.29,0.01,-0.68,2,1,218.5,6,0,0,6.23,NA,0,1
17.518,23,1,0.16,0.01,-8.56,0,1,438,8,0,1,5.08,NA,1,0
17.78,25,1,0.16,0.01,-8.24,0,1,232.5,8,0,1,5.74,NA,1,0
19.658,40,0,0.39,0.01,0.32,4,1,330.5,5,3,0,6.05,43.4,1,1
17.982,24,1,0.16,0.01,-7.28,0,1,341,8,0,1,6.01,95.5,1,0
17.972,32,0,0.62,0.05,0.28,4,1,227.5,9,0,0,5.75,NA,1,0
16.168,27,0,0.22,0,-3.32,3,1,197,3,3,0,5.96,NA,1,0
16.28,42,0,0.62,0.05,-0.44,1,1,521.5,4,2,0,5.83,NA,1,1
19.602,33,0,0.22,0,-1.84,3,1,363.5,6,2,0,5.99,61.8,0,0
18.684,22,0,0.37,0.02,19.56,1,1,619.5,5,3,0,6.25,NA,1,1
17.146,28,1,0.62,0.05,-4.52,0,0,659,11,2,0,5.88,NA,1,1
16.588,32,1,0.1,0.01,0.12,0,0,240,11,2,0,5.45,NA,0,0
20.118,33,1,0.37,0.02,8.84,0,0,293,1,1,0,6.25,NA,1,0
17.798,31,1,0.21,0,-5.88,3,1,217.5,10,3,0,5.76,92,1,0
20.02,39,0,0.3,0.01,0.64,1,0,373.5,7,0,0,5.84,NA,1,0
17.282,34,0,0.37,0.02,6.88,3,0,221,5,1,0,5.72,69.4,1,1
16.184,36,0,0.3,0.01,-2.36,2,0,696,5,3,0,5.93,92.1,1,0
20.824,28,1,0.37,0.02,11.4,2,0,291,0,0,0,6.84,NA,1,0
16.612,33,0,0.22,0,-0.08,1,1,391,7,1,0,5.73,NA,1,0
19.264,32,1,0.38,0.04,-4.48,3,0,418,1,0,0,6.26,NA,1,0
20.244,31,1,0.16,0.01,-7.8,4,1,165.5,3,2,1,5.69,NA,2,1
22.418,29,1,0.3,0.01,-2.32,2,0,397,11,1,0,5.62,58.6,1,1
19.138,30,1,0.22,0,-1.88,3,1,485.5,3,2,0,5.95,NA,1,0
19.348,37,0,0.21,0,2.6,4,1,362,6,3,0,5.99,64.6,1,0
17.52,29,0,0.21,0,-7.8,2,0,245.5,5,1,0,5.52,NA,1,0
